"","appid","name","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price"
"2001",591010,"Space Ripper","2017/2/15",1,"Rumata Lab","Dagestan Technology","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Casual;Indie","Casual;Action;Indie",16,28,6,280,295,"20000-50000",3.19
"2010",591420,"Zup! 4","2017/2/20",1,"Quiet River","Quiet River","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Casual;Indie","Casual;Indie;Puzzle",555,1786,237,338,360,"100000-200000",0.79
"20131",591560,"Red Death","2017/3/23",1,"Panda Indie Studio;WrathSchneider","New Reality Games","windows",0,"Single-player;Steam Achievements;Full controller support","Action;Indie","Action;Indie;Shoot 'Em Up",15,70,15,262,269,"200000-500000",0.79
"2020",591740,"Sniper Fury","2017/6/13",1,"Gameloft","Gameloft","windows",16,"Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Stats","Action;Free to Play","Free to Play;Action;Shooter",175,689,984,144,149,"500000-1000000",0
"2028",591960,"Animation Throwdown: The Quest for Cards","2017/5/5",1,"Synapse Games;Chinzilla","Kongregate","windows;mac",0,"Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases","Adventure;Free to Play;RPG;Strategy","Free to Play;Card Game;Strategy",19,1112,476,31,47,"200000-500000",0
"2067",593290,"Moccasin","2017/2/21",1,"YarGri","YarGri","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Adventure;Indie","Action;Adventure;Indie",9,80,69,268,296,"100000-200000",0.79
"2076",593600,"PixARK","2018/3/27",1,"Snail Games USA","Snail Games USA","windows",0,"Single-player;Multi-player;Online Multi-Player;Online Co-op","Action;Adventure;Casual;Massively Multiplayer;RPG;Strategy;Early Access","Early Access;Survival;Open World",35,2507,1539,220,258,"200000-500000",19.49
"2077",593620,"The Last Conflict","2017/9/1",1,"Darker Emerald","EmmyGames","windows",0,"Single-player;Online Multi-Player;Online Co-op","Violent;Gore;Action;Free to Play;Indie;Massively Multiplayer","Free to Play;Massively Multiplayer;Indie",0,108,56,16,24,"20000-50000",0
"2093",594160,"The Last Patient","2017/3/16",1,"Alex Danilow","Alex Danilow","windows",0,"Single-player;Steam Trading Cards","Violent;Gore;Action","Action;Gore;Violent",0,8,23,327,338,"50000-100000",0.79
"2105",594570,"Total War: WARHAMMER II","2017/9/28",1,"CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux)","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)","windows;mac;linux",0,"Single-player;Multi-player;Steam Achievements;Steam Trading Cards","Action;Strategy","Strategy;Fantasy;RTS",134,19420,2994,4721,2624,"1000000-2000000",39.99
"21071",594650,"Hunt Showdown","2018/2/22",1,"Crytek","Crytek","windows",0,"Online Multi-Player;Online Co-op","Action;Early Access","Early Access;Multiplayer;Survival",0,20679,7074,991,1169,"1000000-2000000",25.99
"21271",595140,"Immortal Redneck","2017/4/25",1,"Crema","Crema","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud","Action;Indie","Rogue-lite;Action;FPS",44,1259,124,477,502,"100000-200000",14.95
"2138",595440,"CPU Invaders","2017/2/17",1,"Microblast Games","Microblast Games","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Casual;Indie","Indie;Casual;Shoot 'Em Up",13,401,74,185,205,"100000-200000",0.79
"21391",595460,"Flix and Chill","2017/2/27",1,"Jason Lovett","K Bros Games","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Casual;Indie;Simulation","Indie;Casual;Simulation",23,155,35,413,433,"200000-500000",0.79
"2141",595480,"Hunahpu: way of the Warrior","2017/4/10",1,"Paper Pirates;rumata_lab","Paper Pirates","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Adventure;Casual;Indie","Action;Indie;Casual",10,33,37,312,305,"20000-50000",3.19
"2146",595640,"Robo Do It","2017/2/21",1,"Angel Carriola","Glossware Studios;Dosane Games","windows;mac;linux",0,"Single-player;Steam Trading Cards;Steam Cloud;Stats;Includes level editor","Adventure;Casual;Indie;Simulation;Strategy","Casual;Indie;Adventure",0,20,7,264,287,"20000-50000",0.79
"2152",595780,"Rogue Port - Blue Nightmare","2017/3/31",1,"Sunight Games","Sunight Games","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Adventure;Indie;RPG","Action;Adventure;RPG",40,7,5,299,300,"0-20000",0.79
"2169",596590,"Linked","2017/2/20",1,"ThinkOfGames","ThinkOfGames","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Casual;Indie","Indie;Casual;Puzzle",12,81,5,216,248,"100000-200000",1.99
"2173",596650,"Tap Adventure: Time Travel","2017/3/3",1,"Avallon Alliance","Panoramik inc","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases","Adventure;Free to Play","Free to Play;Clicker;Fantasy",116,499,244,2860,4285,"100000-200000",0
"2174",596690,"REVENGE: First Blood","2017/2/24",1,"Vyacheslav Shilikhin","Vyacheslav Shilikhin","windows",0,"Single-player;Steam Trading Cards","Action;Adventure;Indie;RPG","Action;Adventure;RPG",0,25,14,297,318,"50000-100000",3.19
"2179",596870,"Drop Hunt - Adventure Puzzle","2017/2/23",1,"Oriplay","Cristian Manolachi;Atomic Fabrik","windows",0,"Single-player;Steam Trading Cards","Adventure;Indie","Indie;Adventure;Puzzle",0,108,19,268,296,"50000-100000",0.99
"2182",596940,"Hide and Seek","2017/8/31",1,"Llama Software","Llama Software","windows",0,"Multi-player;Online Multi-Player;Co-op;Online Co-op","Casual;Free to Play;Indie","Free to Play;Indie;Horror",0,99,193,9,14,"100000-200000",0
"2190",597110,"Fruit Sudoku?","2017/7/12",1,"Sly","SlyGames","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards","Casual;Indie","Indie;Casual;Puzzle",5,20,30,243,246,"100000-200000",0.78
"2197",597220,"West of Loathing","2017/8/10",1,"Asymmetric","Asymmetric","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Adventure;Indie;RPG","RPG;Comedy;Adventure",28,3039,74,441,568,"200000-500000",8.29
"2215",597990,"I'm Titanium","2017/7/27",1,"SGS Team","SGS Team","windows",0,"Single-player;Multi-player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards","Action;Adventure;Casual;Indie","Action;Casual;Adventure",23,3,2,186,248,"0-20000",4.99
"22291",598470,"Dungeon Creepster","2017/3/24",1,"Electric Root","VT Publishing","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Adventure;Casual;Indie;RPG","Action;Adventure;Casual",500,185,188,179,203,"200000-500000",3.99
"2241",598700,"The Vagrant","2018/7/13",1,"O.T.K Games","SakuraGame","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Indie;RPG","Female Protagonist;Action;RPG",40,2776,307,348,451,"100000-200000",2.89
"22561",599090,"15 Defense","2017/4/1",1,"LiMAVR","Atriagames","windows",0,"Single-player;Steam Trading Cards","Casual;Indie","Casual;Indie",0,47,33,502,509,"50000-100000",1.99
"22571",599100,"Green Cat","2017/5/26",1,"Anatoliy Loginovskikh","Atriagames","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Adventure;Indie","Indie;Adventure",113,49,25,332,343,"100000-200000",1.99
"2258",599140,"Graveyard Keeper","2018/8/15",1,"Lazy Bear Games","tinyBuild","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Adventure;Indie;RPG;Simulation","Pixel Graphics;Sandbox;Crafting",62,4802,1541,837,1214,"200000-500000",15.49
"22611",599390,"Battle for Wesnoth","2018/5/1",1,"The Battle for Wesnoth Project","Wesnoth Inc.","windows;mac;linux",0,"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Cloud;Includes level editor","Free to Play;Indie;Strategy","Free to Play;Strategy;Turn-Based Strategy",0,1119,84,82,85,"200000-500000",0
"2264",599460,"Weapon Shop Fantasy","2017/3/27",1,"Digdog Studio","INDIECN","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Adventure;Casual;Indie;RPG;Simulation","Simulation;RPG;Casual",131,868,220,350,454,"100000-200000",4.99
"2271",599750,"Crisis in the Kremlin","2017/3/20",1,"Kremlingames","Kremlingames","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards","Indie;Simulation;Strategy","Strategy;Simulation;Indie",32,651,126,406,412,"50000-100000",3.99
"2287",600210,"RoboMatch","2017/3/31",1,"Anti-Ded GameDev","Lasta Dan Publisher","windows",0,"Single-player;Steam Trading Cards","Casual;Indie;RPG","Indie;Casual;RPG",12,24,18,219,222,"20000-50000",2.09
"2301",600450,"Shoot Paint","2017/2/27",1,"DGames","Lestyo","windows",0,"Single-player;Steam Trading Cards","Indie","Indie",0,47,33,290,312,"100000-200000",0.79
"2314",600720,"Trackmania2 Lagoon","2017/5/23",1,"Nadeo","Ubisoft","windows",0,"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Partial Controller Support;Includes level editor","Racing;Sports","Racing;Sports;Multiplayer",0,116,75,522,912,"0-20000",16.99
"2326",601150,"Devil May Cry 5","2019/3/7",1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","windows",18,"Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action","Action;Hack and Slash;Character Action Game",51,17657,1487,916,950,"1000000-2000000",44.99
"2332",601280,"Village Story","2017/2/27",1,"DGames","Lestyo","windows",0,"Single-player;Steam Trading Cards","Indie","Indie",0,18,21,299,314,"100000-200000",1.59
"2334",601340,"Project of the Developer","2017/4/28",1,"AL-GAME","AL-GAME","windows",0,"Single-player;Steam Trading Cards","Action;Indie","Action;Indie;FPS",0,12,22,248,244,"50000-100000",0.79
"23371",601430,"The Evil Within 2","2017/10/12",1,"Tango Gameworks","Bethesda Softworks","windows",18,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Action;Adventure","Horror;Survival Horror;Psychological Horror",51,8871,790,1299,1810,"100000-200000",39.99
"2340",601510,"Yu-Gi-Oh! Duel Links","2017/11/16",1,"Konami Digital Entertainment","Konami Digital Entertainment","windows",0,"Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases","Free to Play;Strategy","Free to Play;Card Game;Anime",20,7969,2563,864,1115,"1000000-2000000",0
"2348",601640,"The guard of dungeon","2017/3/7",1,"HeX","Laush Studio","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Indie","Action;Indie;FPS",11,36,30,220,230,"0-20000",5.19
"2349",601650,"My Name is You","2017/4/17",1,"Nikita Kaf","Siberian Digital","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Indie","Indie;Visual Novel;Atmospheric",14,335,85,267,305,"100000-200000",3.19
"2372",602170,"Planet of Mubu","2017/4/1",1,"Anatoliy Loginovskikh","Zotdinex","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Adventure;Indie","Action;Adventure;Indie",39,42,16,265,272,"0-20000",4.7
"23811",602520,"NEKOPARA Vol. 3","2017/5/25",1,"NEKO WORKs","Sekai Project","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Sexual Content;Nudity;Casual;Indie","Anime;Sexual Content;Nudity",27,7678,202,317,466,"200000-500000",6.99
"23911",602890,"hack_me 2","2017/3/11",1,"EasyWays Team","Indovers Studio","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Indie;Simulation","Simulation;Indie;Hacking",10,471,191,225,228,"200000-500000",2.79
"23991",603030,"Lamp Head","2017/6/1",1,"Oriplay","Cristian Manolachi;Atomic Fabrik","windows",0,"Single-player;Steam Trading Cards","Adventure;Casual;Indie","Casual;Indie;Adventure",0,58,24,244,296,"20000-50000",0.79
"2400",603040,"SINISTRY SILINIUM","2018/4/6",1,"Igrodelsky","Siberian Digital","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Violent;Gore;Action;Adventure;Indie","Indie;Action;Adventure",9,67,34,309,314,"100000-200000",3.19
"2401",603060,"Tarim: Guardians","2017/10/27",1,"Dosane Games","Akim Games","windows;mac",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Casual;RPG","Action;Adventure;Casual",10,17,4,246,249,"0-20000",0.79
"2419",603370,"Western FPS","2017/3/13",1,"Narayan Games","Dark Light Studio","windows",0,"Single-player;Steam Trading Cards","Indie","Indie;Western;FPS",0,91,40,429,450,"200000-500000",0.79
"2431",603750,"- Arcane Raise -","2017/3/10",1,"Arcane Raise","WAX Publishing","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud","Adventure;Casual;Indie;RPG;Strategy","Adventure;RPG;Strategy",37,51,87,212,221,"100000-200000",1.99
"2436",603850,"Age of Civilizations II","2018/11/21",1,"?ukasz Jakowski","?ukasz Jakowski Games","windows",0,"Single-player;Local Multi-Player;Steam Workshop","Strategy","Strategy;Historical;Grand Strategy",35,2712,698,957,1428,"100000-200000",4.49
"2437",603860,"Hexagon Defense","2017/7/11",1,"LiMAVR","Atriagames","windows",0,"Single-player;Steam Trading Cards","Indie","Indie;Tower Defense;Hex Grid",0,21,11,505,519,"20000-50000",2.79
"2440",603890,"Pain Train 2","2017/3/16",1,"Virtual Top","VT Publishing","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Adventure;Indie;RPG;Strategy","Action;Gore;Indie",720,88,107,304,318,"20000-50000",7.99
"2463",604780,"aMAZE","2017/3/14",1,"Blender Games","Blender Games","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Casual;Indie","Casual;Indie;Puzzle",14,211,72,212,237,"50000-100000",0.79
"24771",605220,"Get CARNAGE!!!","2017/5/27",1,"Enjoy Games","Enjoy Games","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Indie","Action;Indie;Top-Down Shooter",9,37,7,259,291,"20000-50000",3.19
"24851",605510,"Rigor Mortis","2017/3/28",1,"BEta - indie","Atriagames","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Casual;Indie","Indie;Casual",17,33,19,502,526,"20000-50000",1.99
"2486",605530,"PippiStory","2017/3/23",1,"Tatyana Murzina","Tatyana Murzina","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Adventure;Indie","Action;Indie;Adventure",12,93,43,299,313,"100000-200000",0.79
"24951",605910,"Bootombaa","2017/3/8",1,"Naarassusi Game","cada","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Adventure;Casual;Indie","Indie;Casual;Action",4765,46,77,771,435,"200000-500000",0.79
"2501",606050,"Gump Runner","2017/3/9",1,"ArteG","Lestyo","windows",0,"Single-player;Steam Trading Cards","Casual;Indie","Indie;Casual",0,17,14,229,254,"20000-50000",0.79
"25031",606150,"Moonlighter","2018/5/29",1,"Digital Sun","11 bit studios","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Indie","Pixel Graphics;Adventure;Rogue-like",57,3035,833,819,991,"100000-200000",15.49
"2507",606280,"Darksiders III","2018/11/27",1,"Gunfire Games","THQ Nordic","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;RPG","Action;Hack and Slash;Female Protagonist",59,3302,1368,1716,1851,"100000-200000",44.99
"2509",606330,"Shadows 2: Perfidia","2017/3/24",1,"MrCiastku","IceTorch Interactive","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Captions available","Action;Adventure;Casual;Indie","Adventure;Indie;Action",7,139,39,256,274,"50000-100000",7.19
"2524",606800,"Startup Company","2017/8/11",1,"Hovgaard Games","Hovgaard Games","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud","Casual;Indie;Simulation;Strategy;Early Access","Early Access;Simulation;Management",20,1826,525,5442,7362,"200000-500000",6.99
"25401",607200,"Tanki X","2018/3/13",1,"AlternativaPlatform","AlternativaPlatform Ltd.","windows;mac",0,"Multi-player;Online Multi-Player;MMO;In-App Purchases","Action;Free to Play;Massively Multiplayer","Free to Play;Tanks;Action",0,1189,598,119,120,"200000-500000",0
"2543",607260,"McOsu","2017/3/20",1,"McKay","McKay","windows;mac;linux",0,"Single-player","Indie","Indie;Rhythm;VR",0,1170,150,20,22,"200000-500000",0
"25441",607270,"Jack's Gang","2017/4/12",1,"Andr¨¦ Bertaglia","Andr¨¦ Bertaglia","windows",0,"Single-player;Full controller support;Steam Trading Cards","Action;Indie","Action;Indie",0,53,88,218,229,"100000-200000",1.69
"2562",607890,"Sword Art Online: Hollow Realization Deluxe Edition","2017/10/27",1,"AQURIA","BANDAI NAMCO Entertainment","windows",0,"Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Partial Controller Support;Steam Cloud","Action;Adventure;Casual;RPG","Anime;RPG;Multiplayer",53,2860,707,605,941,"100000-200000",39.99
"2567",608390,"Mad Dagger","2017/4/1",1,"YarGri","YarGri","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Adventure;Casual;Indie","Casual;Indie;Action",6,59,63,276,285,"100000-200000",0.79
"2571",608560,"Last Tale","2017/3/16",1,"YarGri;EHTechnology","YarGri;EHTechnology","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Adventure;Indie","Action;Adventure;Indie",6,191,58,276,312,"100000-200000",0.79
"2576",608800,"Guns of Icarus Alliance","2017/3/31",1,"Muse Games","Muse Games","windows;mac;linux",0,"Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Workshop;In-App Purchases;Partial Controller Support;Stats","Action;Adventure;Indie;Simulation","Indie;Action;Steampunk",849,625,211,67,66,"200000-500000",7.19
"2577",608830,"Project:surviving","2017/5/1",1,"NedoStudio","NedoStudio","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Adventure;Casual;Indie;Simulation","Adventure;Simulation;Indie",1,22,29,211,227,"100000-200000",0.79
"2579",608990,"The Archotek Project","2017/4/28",1,"The Archotek Project Team","The Archotek Project Team ","windows;mac;linux",0,"Multi-player;Online Multi-Player;Cross-Platform Multiplayer","Casual;Indie;Simulation;Strategy;Early Access","Early Access;Dinosaurs;Simulation",9,208,209,2,3,"50000-100000",0
"2581",609100,"Gold Rush! 2","2017/4/28",1,"Sunlight Games","Sunlight Games","windows;mac;linux",0,"Single-player;Steam Trading Cards;Steam Cloud","Adventure;Indie;Strategy","Adventure;Strategy;Indie",0,8,3,305,313,"20000-50000",8.29
"2584",609320,"FAR: Lone Sails","2018/5/17",1,"Okomotive","Mixtvision","windows;mac",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Indie","Adventure;Indie;Atmospheric",14,3359,266,179,270,"100000-200000",11.39
"2590",609940,"KROSMAGA","2017/4/12",1,"Ankama Studio","Ankama Games","windows;mac",0,"Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases","Casual;Free to Play;Massively Multiplayer;Strategy","Free to Play;Strategy;Card Game",44,533,206,73,88,"100000-200000",0
"2592",610080,"Realm Grinder","2017/6/15",1,"Divine Games","Kongregate","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases","Free to Play;RPG;Strategy","Free to Play;Clicker;Strategy",14,2266,463,1058,780,"500000-1000000",0
"2596",610130,"UltraGoodness","2017/6/2",1,"Rasul Mono","Rasul Mono","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Indie","Action;Indie;Pixel Graphics",22,113,33,220,226,"100000-200000",4.79
"2604",610360,"Zup! Zero","2017/4/6",1,"Quiet River","Quiet River","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Casual;Indie","Casual;Indie;Puzzle",1043,1270,102,187,204,"50000-100000",0.79
"2615",610670,"Alchemyland","2017/8/2",1,"azimut team","azimut team","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards","Adventure;Casual;Indie;RPG;Early Access","Early Access;Adventure;Indie",7,44,57,387,394,"200000-500000",0.79
"2620",610780,"Crazy Buggy Racing","2017/4/12",1,"VGstudio","VGstudio","windows",0,"Single-player;Steam Trading Cards","Action;Racing;Simulation;Sports","Racing;Action;Sports",0,17,49,249,272,"50000-100000",3.99
"2624",610930,"Phantom Soldier","2017/3/29",1,"Virtual Top","VT Publishing","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Adventure;Indie","Action;Indie;Adventure",500,154,225,222,311,"100000-200000",3.99
"2626",610960,"ºìÊ¯ÒÅ¼£ - Red Obsidian Remnant","2017/9/4",1,"Red Obsidian Studio","Beijing New Era Network Technology Co., Ltd.","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Action;Adventure;Indie;RPG","Action;Indie;Rogue-like",17,619,93,890,1256,"20000-50000",5.99
"26431",611500,"Quake Champions","2017/8/22",1,"id Software","Bethesda Softworks","windows",0,"Online Multi-Player;Steam Achievements","Action;Free to Play;Early Access","Early Access;FPS;Arena Shooter",52,15879,7098,754,102,"500000-1000000",0
"26471",611660,"Fallout 4 VR","2017/12/11",1,"Bethesda Game Studios","Bethesda Softworks","windows",18,"Single-player;VR Support;SteamVR Collectibles","Violent;RPG","VR;Open World;Post-apocalyptic",50,2647,1162,161,216,"100000-200000",39.99
"26481",611670,"The Elder Scrolls V: Skyrim VR","2018/4/2",1,"Bethesda Game Studios","Bethesda Softworks","windows",18,"Single-player;Steam Achievements;Full controller support;VR Support;SteamVR Collectibles;Steam Cloud","RPG","RPG;Open World;Singleplayer",75,2352,457,140,176,"100000-200000",39.99
"2657",611790,"House Party","2017/6/30",1,"Eek! Games, LLC","Eek! Games, LLC","windows",18,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Adventure;Casual;Indie;Simulation;Early Access","Early Access;Sexual Content;Nudity",32,3329,593,313,349,"100000-200000",10.99
"26631",611960,"Pilam Sky","2018/2/22",1,"BeagleGames","BeagleGames","windows",0,"Single-player;Co-op;Local Co-op;Steam Trading Cards","Action;Casual;Indie;Simulation","Action;Casual;Indie",10,39,5,309,316,"20000-50000",2.89
"2667",612020,"Zombidle : REMONSTERED","2017/5/30",1,"Berzerk Studio","Berzerk Studio","windows",0,"Single-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud","Casual;Free to Play;Indie;Strategy","Free to Play;Clicker;Casual",35,1000,151,213,253,"200000-500000",0
"2680",612250,"Eastwood VR","2017/5/15",1,"RAV3 Interactive","RAV3 Interactive","windows",0,"Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Stats","Action;Indie;Simulation;Early Access","Early Access;Action;Indie",3,5,10,366,372,"50000-100000",2.79
"27021",612880,"Wolfenstein II: The New Colossus","2017/10/26",1,"Machine Games","Bethesda Softworks","windows",18,"Single-player;Steam Achievements;Full controller support;Steam Cloud","Action","Action;FPS;Gore",80,11732,4461,921,870,"500000-1000000",39.99
"2708",613100,"House Flipper","2018/5/17",1,"Empyrean","Frozen District;PlayWay S.A.","windows;mac",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Indie;Simulation","Simulation;Building;Realistic",26,7019,1761,520,350,"500000-1000000",15.49
"27511",614570,"Dishonored?: Death of the Outsider?","2017/9/14",1,"Arkane Studios","Bethesda Softworks","windows",18,"Single-player;Steam Achievements;Full controller support;Steam Cloud","Action","Stealth;Action;First-Person",30,2864,541,891,1159,"200000-500000",19.99
"2754",614660,"Magic Technology","2018/1/29",1,"Vulkano Forge","Vulkano Forge","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards","Indie;Strategy","Strategy;Indie;Tower Defense",28,25,6,326,382,"20000-50000",2.09
"2787",615610,"Orbt XL","2017/4/21",1,"Nickervision Studios","Nickervision Studios","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Casual;Indie","Casual;Indie;Action",31,2100,45,52,65,"100000-200000",0.79
"2802",616220,"Hide vs. Seek","2017/8/7",1,"Brave Little Studios","Brave Little Studios","windows",0,"Online Multi-Player","Action;Free to Play;Indie","Free to Play;Multiplayer;Action",0,165,372,16,31,"200000-500000",0
"2806",616360,"Crimson Earth","2017/6/10",1,"EHTechnology","EHTechnology","windows",0,"Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards","Violent;Gore;Action","Action;Violent;Gore",45,120,100,454,460,"100000-200000",0.79
"2824",617170,"Mission: Escape from Island","2017/7/5",1,"Falcoware","Atriagames","windows",0,"Single-player;Steam Trading Cards","Action;Indie","Indie;Action;FPS",0,28,31,304,316,"50000-100000",1.59
"2844",617830,"SUPERHOT VR","2017/5/25",1,"SUPERHOT Team","SUPERHOT Team","windows",0,"Single-player;Steam Achievements;SteamVR Collectibles","Action;Indie","Action;VR;Indie",26,2007,265,102,96,"100000-200000",18.99
"2848",618080,"Martial Arts Brutality","2018/1/31",1,"Cold Beam Games","Cold Beam Games","windows",0,"Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;In-App Purchases","Violent;Free to Play;Indie;Strategy","Free to Play;Violent;Strategy",48,424,81,97,116,"50000-100000",0
"28491",618120,"HellGunner","2017/5/11",1,"YarGri;EHTechnology","YarGri;EHTechnology","windows;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats","Action;Adventure;Casual;Indie","Action;Adventure;Indie",9,99,26,289,316,"100000-200000",0.79
"2865",618510,"Battle Bruise","2017/5/3",1,"Zanardi and Liza","Zanardi and Liza","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Indie","Indie;Action;Zombies",14,266,20,178,272,"20000-50000",0.79
"2876",618720,"1bitHeart","2017/8/28",1,"¡÷¡ð¡õ¡Á (Miwashiba)","AGM PLAYISM","windows",0,"Single-player;Steam Achievements;Steam Trading Cards","Adventure;Casual;Indie","Indie;Casual;Adventure",60,293,15,139,143,"20000-50000",1.99
"2899",619400,"Fluffy Creatures VS The World","2017/4/9",1,"Amaterasu Software","Amaterasu Software","windows",0,"Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards","Action;Adventure;Casual;Indie","Action;Indie;Casual",3,70,134,214,217,"100000-200000",0.79
"2905",619520,"Destruction 48","2017/6/10",1,"Vyacheslav Shilikhin","Vyacheslav Shilikhin","windows",0,"Single-player;Steam Trading Cards","Action;Adventure;Indie","Adventure;Indie;Action",0,19,25,414,450,"20000-50000",3.19
"29161",619880,"ATOMEGA","2017/9/19",1,"Reflections, a Ubisoft Studio","Ubisoft","windows",0,"Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Indie","Action;Indie;Multiplayer",31,609,189,237,384,"20000-50000",8.59
"2918",619910,"Just Cause? 3: Multiplayer Mod","2017/7/20",1,"nanos GbR","nanos GbR;Square Enix","windows",18,"Multi-player;Online Multi-Player;Partial Controller Support","Violent;Action;Massively Multiplayer","Action;Massively Multiplayer;Violent",0,865,345,74,70,"200000-500000",0
