appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
540410,Queendoom,2016/11/10,1,EP Games?,EP Games?,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Action,Action;Indie;Fantasy,16,17,0,0,0,0-20000,6.99
540500,Starfighter Arduxim,2016/10/19,1,Fulby Technologies,Fulby Technologies,windows,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Full controller support,Action;Indie;Simulation,Action;Indie;Simulation,0,10,3,0,0,0-20000,2.89
540510,ISLANDS: Non-Places,2016/11/17,1,Carl Burton,Carlburton Llc,windows;mac,0,Single-player,Casual;Indie,Indie;Casual;Surreal,0,226,46,0,0,20000-50000,3.99
540550,Commercium,2016/11/17,1,Ice Cold Games,Ice Cold Games,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Violent;Action;Casual;Indie;Simulation;Early Access,Early Access;Action;Indie,0,10,8,0,0,0-20000,10.99
540590,Red Barton and The Sky Pirates,2017/3/14,1,Schism Worldwide,Plug In Digital,windows;mac,0,Single-player;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Indie,Action;Indie,0,2,5,0,0,0-20000,0.79
540610,Delicious! Pretty Girls Mahjong Solitaire,2016/10/14,1,Zoo Corporation,Zoo Corporation,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual,Casual;Anime;Mature,12,1155,163,1004,1004,50000-100000,0.79
540640,Tales of the Elements,2016/10/13,1,Last BeNeVoLeNcE,RandomBeats Music,windows,0,Single-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie;RPG,RPG;Action;Adventure,15,14,5,222,223,50000-100000,5.19
540650,Dawn of Warriors,2016/10/19,1,Flame Spirit Software Studio,Conch Entertainment Corporation,windows,0,Single-player;Local Multi-Player,Action;Adventure;Indie;RPG,Action;Adventure;RPG,0,7,11,0,0,0-20000,3.99
540660,Sorcery Is for Saps,2016/10/14,1,Choice of Games,Choice of Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Indie;Adventure;RPG,20,15,3,0,0,0-20000,2.89
540690,Hellenica,2017/1/23,1,The Dragonloft,The Dragonloft,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,Turn-Based Tactics;Strategy;RPG,47,30,15,0,0,0-20000,7.19
540740,Perfect,2016/12/16,1,nDreams / Near Light,nDreams,windows,0,Single-player;Full controller support;Steam Trading Cards,Simulation,Simulation;Relaxing;VR,0,25,27,0,0,0-20000,7.99
540770,Subject 264,2018/12/12,1,Virtual Guys,Virtual Guys,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Gore,16,4,0,0,0,0-20000,11.39
540780,Delicious - Emily's Message in a Bottle,2016/12/10,1,GameHouse,GameHouse,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Indie;Casual;Adventure,14,34,2,0,0,0-20000,9.99
540840,Lara Croft GO,2016/12/4,1,Square Enix Montréal,Square Enix,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Puzzle;Lara Croft,17,1170,154,145,252,100000-200000,7.99
540860,Dragon Kingdom War,2017/2/10,1,Play Spirit Limited,Play Spirit Limited,windows;mac,0,Single-player;Steam Trading Cards;Steam Workshop;Stats,Casual;Indie;RPG;Strategy,Casual;Indie;Strategy,0,42,28,349,349,20000-50000,3.99
540870,Crewsaders,2016/11/17,1,Titan Squad,Plug In Digital,windows;mac,0,Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Indie,Action;Indie;Local Multiplayer,0,23,9,0,0,0-20000,1.99
540880,Rose of Winter,2016/10/17,1,Pillow Fight,Pillow Fight,windows;mac;linux,0,Single-player;Steam Achievements,Casual,Casual;Visual Novel;Female Protagonist,16,99,7,0,0,0-20000,8.99
540900,Nuclear Contingency,2017/1/2,1,Amaterasu Software,Amaterasu Software,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,4,101,115,212,218,200000-500000,0.99
541100,Krampus,2016/10/18,1,Peace,Peace,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie,Adventure;Indie;Action,0,70,80,213,222,100000-200000,3.19
541160,MC Lars: The Video Game,2016/10/14,1,"Synersteel Studio, LLC","Synersteel Studio, LLC",windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie,20,10,2,0,0,0-20000,3.99
541190,Nodiatis,2016/11/14,1,"Glitchless, LLC","Glitchless, LLC",windows;mac,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases;Partial Controller Support,Adventure;Free to Play;Indie;Massively Multiplayer;RPG,Free to Play;Adventure;Massively Multiplayer,0,32,18,0,0,0-20000,0
541210,Cold Waters,2017/6/5,1,Killerfish Games,Killerfish Games,windows;mac,0,Single-player;Steam Trading Cards;Includes level editor,Indie;Simulation;Strategy,Simulation;Strategy;Naval,0,1347,271,0,0,50000-100000,29.99
541230,Alien Shooter TD,2017/1/13,1,Sigma Team Inc.,Sigma Team Inc.,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Strategy,Strategy;Tower Defense;Action,21,335,56,0,0,20000-50000,7.19
541240,Red's Kingdom,2017/1/19,1,Cobra Mobile,Rising Star Games,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie,Puzzle;Adventure;Casual,21,20,2,0,0,0-20000,6.99
541270,EEP 13,2016/12/19,1,Trend Redaktions- und Verlagsgesellschaft mbH,Trend Redaktions- und Verlagsgesellschaft mbH,windows,0,Single-player;In-App Purchases;Partial Controller Support,Simulation,Simulation;Trains,0,11,4,0,0,0-20000,26.99
541300,Survive the Nights,2017/12/21,1,a2z Interactive,a2z Interactive,windows;mac,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Stats,Violent;Gore;Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Early Access,Early Access;Survival;Zombies,20,629,723,64,64,20000-50000,19.99
541350,Calm Waters: A Point and Click Adventure,2017/6/12,1,Tayanna Studios,Tayanna Studios,windows;mac;linux,0,Single-player;Captions available,Adventure;Casual;Indie,Adventure;Indie;Casual,0,14,13,0,0,0-20000,3.99
541370,Clickdraw Clicker,2016/10/14,1,ColloseusX,Phat Phrog Studios,windows,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards,Action;Casual;Indie,Indie;Casual;Action,224,107,248,200,214,200000-500000,0.79
541380,PhysDrive,2016/11/14,1,Royal Deal Games,Royal Deal Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie;Racing,Racing;Action;Indie,6,23,31,0,0,0-20000,0.79
541410,Skyway,2016/12/2,1,RobProductions,RobProductions,windows;mac;linux,0,Single-player;Partial Controller Support;Steam Cloud;Stats,Action;Casual;Indie,Casual;Action;Indie,0,5,2,0,0,0-20000,4.5
541420,Hoverboards VR,2016/10/26,1,Mike Harris,Mike Harris Design,windows,0,Single-player,Action;Indie,Action;Indie;VR,0,9,1,0,0,0-20000,0
541450,Operation Abyss: New Tokyo Legacy / 東京新世録 オペレーションアビス,2017/3/27,1,MAGES. Inc.;5pb.;Experience Inc.,"NIS America, Inc.",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,RPG;Anime;Dungeon Crawler,40,55,23,0,0,0-20000,14.99
541560,Suppressed,2016/10/12,1,Zephyo,Zephyo,windows;mac;linux,0,Single-player,Adventure;Indie;RPG;Strategy,Indie;Strategy;Adventure,0,5,1,0,0,0-20000,1.99
541570,Sally Face,2016/12/14,1,Steve Gabry,Steve Gabry,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Psychological Horror;Adventure;Story Rich,28,1832,63,371,371,100000-200000,1.99
541640,Disney Infinity 1.0: Gold Edition,2016/12/9,1,Avalanche Software;Heavy Iron Studios,Disney Interactive,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure;Open World,0,51,10,0,0,0-20000,23.79
541660,Disney Infinity 2.0: Gold Edition,2016/12/9,1,Avalanche Software;Heavy Iron Studios,Disney Interactive,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure,0,50,6,0,0,0-20000,23.79
541670,Disney Infinity 3.0: Gold Edition,2016/12/9,1,Avalanche Software;Heavy Iron Studios,Disney Interactive,windows,0,Single-player;Full controller support;Steam Cloud,Action;Adventure,Adventure;Action;Sandbox,0,142,43,0,0,0-20000,23.79
541720,Redrum: Dead Diary,2016/10/20,1,Anarchy Enterprises,Anarchy Enterprises,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Indie;Casual;Adventure,9,19,15,0,0,0-20000,4.99
541760,The Frontier,2016/10/24,1,Nikku Nomura,Nikku Nomura,windows,0,Single-player,Adventure;Indie;RPG;Simulation;Early Access,Early Access;Adventure;RPG,0,2,0,0,0,0-20000,7.19
541770,RuinsCity_VR,2016/10/21,1,"Beijing Touch the heart interactive technology co., LTD","Beijing Touch the heart interactive technology co., LTD",windows,0,Single-player,Action;Adventure;Casual;Strategy,Action;Strategy;Adventure,0,0,2,0,0,0-20000,5.99
541920,Help,2016/10/13,1,biple_kfp,biple_kfp,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,0,7,25,0,0,0-20000,1.99
541960,TRI.DEFENDER,2016/11/2,1,NIGHTBOX,NIGHTBOX,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,9,1,0,0,0,0-20000,1.59
541970,Lost in Reefs: Antarctic,2016/10/14,1,Rumbic Inc,Rumbic Inc,windows;mac,0,Single-player,Adventure;Casual,Adventure;Casual;Match 3,0,1,1,0,0,0-20000,2.79
542030,RuneSage,2017/9/28,1,George Gilbert,George Gilbert,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Stats;Steam Leaderboards,Adventure;Indie;RPG,Adventure;Indie;RPG,41,34,1,0,0,0-20000,6.99
542050,Forgotton Anne,2018/5/15,1,ThroughLine Games,Square Enix,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie,Adventure;Indie;Platformer,33,451,36,323,347,20000-50000,15.49
542100,Train Crisis,2018/2/8,1,U-Play Online,U-Play Online,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Puzzle;Casual;Indie,20,2,2,0,0,0-20000,3.99
542110,FriendShip,2016/12/16,1,Grayson Malinowski;Jesse Homa;Louis Fairgrieve,2Tall Inc.,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer,Casual,Casual;VR;Co-op,0,5,5,0,0,0-20000,3.99
542120,Win Big Or Die,2016/10/13,1,Silver Legends,Cacti Council,windows,0,Single-player;Partial Controller Support,Action;Free to Play,Free to Play;Action;Shooter,0,22,5,0,0,20000-50000,0
542170,Edmersiv,2016/10/14,1,EvoBooks,EvoBooks,windows,0,Captions available,Education,Education;VR,0,13,3,0,0,0-20000,0
542200,Animal Lover,2017/2/14,1,Trainwreck Studios,Trainwreck Studios,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie;Simulation,Casual;Simulation;Indie,24,114,9,0,0,0-20000,7.19
542210,Xemo? : Robot Simulation,2016/11/21,1,Xemory LLC,Xemory LLC,windows;mac,0,Single-player;Stats,Simulation;Early Access,Early Access;Simulation,0,12,4,0,0,0-20000,0
542220,Rumpus,2017/4/12,1,Polyraptor Games,Polyraptor Games,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual,19,23,0,0,0,0-20000,9.99
542240,TZOMPANTLI,2016/11/9,1,Deathly Ideas,Deathly Ideas,windows;mac,0,Single-player;Multi-player;Shared/Split Screen;Partial Controller Support,Nudity;Violent;Action;Indie;Early Access,Early Access;Action;Indie,0,12,7,0,0,0-20000,7.19
542260,The Herbalist,2016/11/15,1,Moonworks,Moonworks,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Nudity;Casual;Indie,Anime;Nudity;Visual Novel,64,391,21,0,0,0-20000,4.79
542270,Project Alpha 002,2016/10/28,1,ZaraCodeGames,ZaraCodeGames,windows,0,Single-player,Violent;Gore;Action;Indie;Early Access,Early Access;Action;Indie,0,6,4,0,0,0-20000,2.09
542280,Happy Maze,2016/12/21,1,DoshMallow Games,Fresh Wind Software,windows,0,Single-player;Co-op;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,0,68,20,252,252,50000-100000,3.99
542290,Da Capo 3 R,2017/1/20,1,Circus,MangaGamer,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Nudity;Adventure,Nudity;Adventure;Visual Novel,103,46,2,0,0,0-20000,29.99
542310,Escape the Game,2016/10/13,1,Insanity Games,Insanity Games,windows,0,Single-player,Adventure;Free to Play;Indie,Free to Play;Adventure;Indie,0,1623,342,35,53,200000-500000,0
542340,Slingshot people,2016/10/21,1,StalkerAlex,StalkerAlex.,windows,0,Single-player;Steam Trading Cards;Stats;Commentary available,Action;Casual;Indie;Simulation,Action;Indie;Simulation,0,593,689,231,212,200000-500000,0.79
542350,Castle of no Escape 2,2016/12/21,1,D.E.X. Team,Xitilon,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Action;Indie,Indie;Action;Pixel Graphics,21,180,41,260,260,20000-50000,7.99
542400,Pixel Gladiator,2017/9/8,1,Flying Islands Team,Xitilon,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Pixel Graphics,10,152,39,1,1,20000-50000,3.99
542410,True Blades?,2017/5/29,1,Gamerizon Studio Inc.,Gamerizon Studio Inc.,windows,0,Single-player,Violent;Action;Adventure;RPG;Strategy;Early Access,Early Access;Adventure;Strategy,0,10,11,0,0,0-20000,18.99
542430,Remaining in a dream,2016/10/15,1,Primitive Studio,Primitive Studio,windows,0,Single-player;Steam Trading Cards,Adventure;Indie;Strategy,Adventure;Indie;Strategy,0,52,78,206,214,50000-100000,0.79
542480,Therian Saga,2017/3/27,1,Virtys,Virtys,windows,0,Multi-player;Online Multi-Player;MMO;In-App Purchases,Free to Play;Massively Multiplayer;RPG;Strategy,Free to Play;RPG;Massively Multiplayer,0,224,100,1,1,50000-100000,0
542520,Lost in the Rift - Reborn,2016/11/21,1,Enno Gottschalk,Enno Gottschalk,windows,0,Single-player;Full controller support,Violent;Adventure;Indie,Adventure;Indie;Violent,0,37,7,0,0,0-20000,3.99
542550,Plankton,2016/10/27,1,PanGuoJun,PanGuoJun,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Simulation,Casual;Indie;Simulation,4,42,18,85,85,20000-50000,1.59
542570,RunVR,2017/6/19,1,Smoketree Studios,Smoketree Studios,windows,0,Single-player;Steam Leaderboards,Indie;Racing;Simulation,Indie;Simulation;Racing,5,16,3,0,0,0-20000,4.79
542590,SoulSaverOnline,2017/4/5,1,Smartbig Corportion,Netgame,windows,0,Online Multi-Player;MMO;In-App Purchases,Free to Play;Massively Multiplayer;RPG,Free to Play;RPG;Massively Multiplayer,0,84,53,0,0,50000-100000,0
542650,On the front line,2016/10/19,1,Alekseev,Alekseev,windows;mac;linux,0,Single-player;Steam Trading Cards,Indie;Simulation,Indie;Simulation;Tanks,0,20,14,215,215,20000-50000,5.79
542660,Feral Fury,2017/4/2,1,Skandivania Games,Skandivania Games ,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Violent;Gore;Action;Adventure;Indie,Indie;Action;Violent,30,83,14,0,0,50000-100000,4.99
542670,Extreme Skiing VR,2016/10/24,1,乐客游戏,乐客游戏,windows,0,Single-player,Adventure;Sports,Sports;Adventure;VR,0,1,6,0,0,0-20000,5.59
542680,Super Puzzle Sisters,2016/10/17,1,Super Puzzle Studios,Super Puzzle Studios,windows,0,Single-player;Multi-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Indie;Strategy,Indie;Strategy;Puzzle,13,9,9,0,0,0-20000,5.99
542690,Mahsung Deluxe,2016/10/17,1,EnsenaSoft,EnsenaSoft,windows,0,Single-player,Casual,Casual;Puzzle,0,31,31,230,230,50000-100000,0.79
542700,Power Overwhelming Prologue,2016/12/18,1,Black Fox Pavilion,Black Fox Pavilion,windows,0,Single-player;Multi-player;Steam Trading Cards,Action;Adventure;Casual;Indie;Early Access,Early Access;Action;Indie,0,53,50,0,0,0-20000,1.99
542710,Dessert Storm,2016/10/23,1,EnsenaSoft,EnsenaSoft,windows,0,Single-player,Casual,Casual;Match 3;Puzzle,0,34,48,202,202,50000-100000,0.79
542720,Bubble Blowout,2016/10/24,1,EnsenaSoft,EnsenaSoft,windows,0,Single-player,Action;Casual,Action;Casual;Match 3,0,41,61,203,203,50000-100000,0.79
542730,Block Blowout,2016/10/26,1,EnsenaSoft,EnsenaSoft,windows,0,Single-player,Action;Casual,Action;Casual,0,36,62,173,173,50000-100000,0.79
542740,Balloon Blowout,2016/10/28,1,EnsenaSoft,EnsenaSoft,windows,0,Single-player,Action;Casual,Action;Casual,0,46,62,152,152,50000-100000,0.79
542750,PIRATADO 1,2016/10/18,1,Ryabov Eduard,RyabovEduard,windows,0,Single-player;Full controller support,Action;Adventure;Simulation,Action;Adventure;Simulation,0,4,2,0,0,0-20000,7.19
542770,Castle Must Be Mine,2018/7/13,1,TheMiddleGray,TheMiddleGray,windows,0,Single-player,Casual;Indie;Simulation;Strategy,Strategy;Casual;Indie,0,200,13,0,0,0-20000,12.39
542780,Drift GEAR Racing Free,2016/10/21,1,Rock Crow,Rock Crow,windows,0,Single-player,Free to Play;Indie;Racing;Sports,Free to Play;Racing;Indie,0,45,112,75,75,50000-100000,0
542790,RacetronicVR,2017/11/13,1,Charles Cochrane,Charles Cochrane,windows,0,Single-player,Racing,Racing;VR,0,1,3,0,0,0-20000,0
542820,DemonicGuestVR,2016/10/17,1,Mgsstudio,Mgsstudio,windows,0,Single-player;Partial Controller Support,Casual;Early Access,Early Access;Casual;VR,0,10,4,0,0,0-20000,0.79
542850,Dystopy,2017/2/28,1,Campus ADN 2015-2016,Campus ADN,windows,0,Single-player;Full controller support,Action;Indie,Action;Indie,0,11,5,0,0,0-20000,0
542870,Biomydra,2017/3/9,0,Class of 2015-2016,Campus ADN,windows,0,Single-player;Full controller support,Action;Adventure;Indie,Indie;Action;Adventure,0,6,3,0,0,0-20000,0
542880,Byte Family,2016/10/26,1,ProPixel Games,ProPixel Games,windows,0,Single-player;Full controller support,Action;Adventure;Indie,Adventure;Indie;Action,0,7,0,0,0,0-20000,3.99
542910,Crumbled World,2016/12/1,1,Clone Corps,Clone Corps,windows;linux,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Includes level editor,Indie;Strategy;Early Access,Early Access;Strategy;Indie,146,3,3,0,0,0-20000,6.99
542930,Painted Memories,2016/11/3,1,QuickSave,QuickSave,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,13,6,11,316,316,20000-50000,2.09
542940,Kickoff Legends,2016/12/13,1,StudioQi,StudioQi,windows;mac;linux,0,Online Multi-Player;Cross-Platform Multiplayer,Casual;Free to Play;Massively Multiplayer;Simulation;Sports,Free to Play;Sports;Massively Multiplayer,0,16,7,0,0,0-20000,0
542960,Pumpkin SculptrVR,2016/10/21,1,SculptrVR,SculptrVR,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Indie,Indie;VR,0,12,2,0,0,0-20000,0
543010,Bush Hockey League,2017/3/28,1,V7 Entertainment Inc.,V7 Entertainment Inc.,windows,16,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Violent;Sports,Sports;Violent;Hockey,22,127,69,0,0,0-20000,8.99
