appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
1032020,Shantalia and Corali'hulu,2019/3/1,1,Mia Blais-C?té,Mia Blais-C?té,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Indie;Casual;Text-Based,2,8,2,0,0,0-20000,0.8
1032090,War of Power: The Last Fight,2019/2/26,1,indie_games_studio,indie_games_studio,windows,0,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;Indie,10,2,0,0,0,0-20000,5.79
1032140,Let's Worm,2019/3/15,1,Stegobubbles,Stegobubbles,windows,0,Single-player,Adventure;Indie;RPG,Indie;Adventure;RPG,6,0,1,0,0,0-20000,0.79
1032210,2014.Aftermath,2019/3/1,1,Droid Riot, Droid Riot,windows,0,Single-player;Steam Achievements,Action;Early Access,Early Access;Action;Violent,13,1,1,0,0,0-20000,4.99
1032230,Bob's Cat Challenge,2019/3/1,1,BelleGames Ltd.,BelleGames Ltd.,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual,4,3,0,0,0,0-20000,1.69
1032240,Line Loops - Logic Puzzles,2019/3/25,1,Final Game Studio,Final Game Studio,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,38,1,1,0,0,0-20000,4.99
1032260,Dodge This!,2019/2/25,1,HaDe;StarSystemStudios?,HaDe,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,Casual;Action;Indie,6,3,3,0,0,0-20000,0.79
1032340,Gekido Kintaro's Revenge,2019/3/4,1,Naps Team,Naps Team,windows,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Beat 'em up,21,18,5,0,0,0-20000,9.99
1032430,Blood Trail,2019/3/27,1,Electrovore,Electrovore,windows,0,Single-player,Action;Early Access,Early Access;Gore;Violent,0,197,76,0,0,0-20000,19.49
1032510,Balance Roll,2019/3/15,1,Blue Ice,Blue Ice,windows,0,Single-player,Adventure;Casual;Indie,Indie;Casual;Adventure,37,6,1,0,0,0-20000,2.89
1032520,JermaSlots,2019/4/6,1,Steve "Khad" Grant,Steve "Khad" Grant,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Free to Play;Indie,Free to Play;Indie;Casual,14,110,7,0,0,0-20000,0
1032560,Faux,2019/3/18,1,Pelagames,Pelagames,windows,12,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie;Gore,10,3,1,0,0,0-20000,2.09
1032570,Pilot Unknown,2019/3/28,1,Nathaniel Carter,Nathaniel Carter,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Action;Adventure;Indie,Action;Indie;Adventure,57,3,1,0,0,0-20000,7.19
1032580,Eldritch Academy,2019/3/21,1,Nightshade,Nightshade,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Indie,Adventure;Indie;Visual Novel,9,1,0,0,0,0-20000,9.29
1032660,Romans from Mars (Free-to-Play),2019/3/19,1,Sidekick,Majesco,windows,0,Single-player;In-App Purchases,Action,Action,0,2,1,0,0,0-20000,0
1032730,Sticks And Bones,2019/3/28,1,Mohammad Arkobi,Mohammad Arkobi,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Casual;Indie,Action;Indie;Casual,8,17,1,0,0,0-20000,7.19
1033230,Sheep Collision,2019/3/25,1,AL Games,AL Games,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Casual;Indie,16,2,2,0,0,0-20000,8.29
1033360,Bears in Tanks,2019/3/31,1,Dragonside Studios,Dragonside Studios,windows,0,Multi-player;Local Multi-Player;Shared/Split Screen,Action,Action,0,1,0,0,0,0-20000,0.79
1033580,Nano Driller,2019/3/5,1,Will Bowerman,Will Bowerman,windows,0,Single-player;Steam Achievements;Full controller support,Action;Casual;Indie,Casual;Action;Indie,11,8,1,0,0,0-20000,1.69
1033650,寄给明日的希望,2019/3/14,0,civilization同好会,轻文,windows,0,Single-player,Casual;Indie;RPG;Simulation,Indie;Casual;RPG,0,22,3,0,0,0-20000,2.89
1033710,Froggo,2019/3/9,1,cBlck,cBlck,windows,0,Single-player,Adventure;Casual;Indie,Casual;Indie;Adventure,0,0,1,0,0,0-20000,0.79
1033880,Press F to pay respects,2019/2/28,1,Easy game,Game for people,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual,100,12,3,0,0,0-20000,0.79
1034030,Bashed.OS,2019/3/1,1,Chainsaw Development,Chainsaw Development,windows,0,Single-player,Indie;Simulation;Strategy,Violent;Strategy;Indie,1,2,0,0,0,0-20000,2.89
1034120,GACHIMUCHI The Card Game,2019/3/7,1,M♂NLY,M♂NLY,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG;Simulation;Sports;Strategy,Casual;Sexual Content;Nudity,22,2,2,0,0,0-20000,0.99
1034160,Extreme Racing on Highway,2019/3/6,1,A Nostru,A Nostru,windows,0,Single-player,Casual;Indie;Racing;Simulation;Sports,Casual;Indie;Simulation,0,2,2,0,0,0-20000,1.69
1034200,"Its Simple, SHOOT",2019/3/14,1,KyleR,KyleR,windows,0,Single-player,Action;Casual;Free to Play,Free to Play;Action;Casual,0,37,0,0,0,0-20000,0
1034230,***,2019/3/17,1,Kenshin Game Studio,Kenshin Game Studio,windows,0,Single-player,Casual;Indie,Indie;Casual;Puzzle,0,1,2,0,0,0-20000,0.79
1034240,The Far Kingdoms: Awakening Solitaire,2019/3/11,1,Lazy Turtle Games,HH-Games,windows,0,Single-player,Casual,Casual;Mouse only,0,1,0,0,0,0-20000,3.99
1034250,The far Kingdoms: Winter Solitaire,2019/3/7,1,Lazy Turtle Games,HH-Games,windows,0,Single-player,Casual,Casual;Card Game;Indie,0,5,1,0,0,0-20000,3.99
1034260,The Far Kingdoms: Sacred Grove Solitaire,2019/3/11,1,Lazy Turtle Games,HH-Games,windows,0,Single-player,Casual,Casual;Card Game;Indie,0,1,0,0,0,0-20000,3.99
1034270,Luxor Solitaire,2019/3/6,1,Lazy Turtle Games,HH-Games,windows,0,Single-player,Casual,Casual;Card Game,0,4,1,0,0,0-20000,3.99
1034280,Greed 3: Old Enemies Returning,2019/3/11,1,Urchin Games,HH-Games,windows,0,Single-player,Casual,Casual;Hidden Object,0,9,1,0,0,0-20000,6.99
1034440,Roach Killer,2019/4/15,1,Highlight Visual Effects Development,Highlight Visual Effects Development,windows,16,Single-player;Steam Achievements;Steam Leaderboards,Action;Adventure;Indie;Simulation,Action;Indie;Simulation,1,1,2,0,0,0-20000,4.79
1034560,Tales of Nebezem RPG: Red Peril,2019/3/15,1,GrayTower,GrayTower,windows;mac;linux,0,Single-player,Adventure;Indie;RPG,Adventure;Indie;RPG,0,3,0,0,0,0-20000,2.89
1034610,In.My.Mind,2019/3/12,1,Scarlet Studio,Scarlet Studio,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,2,1,0,0,0-20000,10.29
1034740,Hard Light Vector,2019/3/26,1,"Actually A Game Company, L.L.C","Actually A Game Company, L.L.C",windows,0,Single-player;Steam Achievements,Action;Adventure;Free to Play;Indie,Free to Play;Action;Indie,18,23,8,0,0,0-20000,0
1034830,oscar and paul,2019/3/15,1,NGS GAMES STUDIO;PIXEL ART GAME,NGS GAMES STUDIO,windows,12,Single-player,Action;Adventure;Casual;Indie,Action;Indie;Casual,0,0,1,0,0,0-20000,0.79
1034880,DoraKone,2019/4/23,1,Apple Cider,Apple Cider,windows;mac;linux,0,Single-player;Partial Controller Support,Casual;Indie,Indie;Casual;Visual Novel,0,5,0,0,0,0-20000,0
1034950,Mad Princess: The Great Gladiators,2019/3/14,1,Atorasoft,DLsite,windows,0,Single-player;Steam Cloud,Indie;RPG,RPG;Indie,0,2,1,0,0,0-20000,13.99
1035190,Zombies In The Forest,2019/3/29,1,cmert08,Sergo inc,windows,0,Single-player,Action;Adventure;Indie;RPG,Action;RPG;Indie,3,6,3,0,0,0-20000,5.19
1035260,"A Game For You, Josh",2019/4/8,1,Penelope Evans,Penelope Evans,windows;mac,0,Single-player;Steam Achievements,Indie,Indie,6,1,0,0,0,0-20000,2.09
1035270,Furry Chronicles,2019/3/10,1,DYSTANT Games,DYSTANT Games,windows;linux,0,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Adventure;Casual;Indie,Action;Casual;Indie,14,1,2,0,0,0-20000,2.09
1035280,Stoppa!,2019/3/15,1,Michiru Michel Nakamura,Michiru Michel Nakamura,windows;linux,0,Single-player;Full controller support,Indie,Indie;Time Manipulation;Platformer,7,1,0,0,0,0-20000,3.99
1035310,Outbreak: Lost Hope,2019/4/22,1,Dead Drop Studios LLC,Dead Drop Studios LLC,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Stats,Action;Adventure;Indie;RPG,Action;Indie;Gore,14,3,1,0,0,0-20000,11.39
1035410,xMoon,2019/4/12,1,Will Whiteneck,Will Whiteneck,windows,0,Single-player;Steam Achievements;Steam Cloud,Indie;Early Access,Early Access;Indie;Puzzle,5,1,0,0,0,0-20000,15.49
1035490,EURGAVA? - Tomb of Senza,2019/4/5,1,Ibrahim Indra Baskara,Ibrahim Indra Baskara,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie;RPG,Action;Indie;RPG,47,4,0,0,0,0-20000,7.19
1035610,Hentai Mosaique Vip Room,2019/4/10,1,Lil Hentai Games,Lil Hentai Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Casual;Indie;RPG;Simulation,Sexual Content;Casual;Nudity,100,149,6,0,0,0-20000,1.69
1035640,I Support Breast Cancer Research,2019/3/15,1,SUPPORT,SUPPORT,windows,0,Single-player;Steam Achievements;Partial Controller Support,Casual,Casual;Relaxing;Top-Down Shooter,10,1,0,0,0,0-20000,7.19
1035700,Reflections ~Dreams and Reality~,2019/3/14,1,Reine Works,Top Hat Studios Inc,windows;mac;linux,0,Single-player,Casual;Indie;Simulation,Casual;Indie;Simulation,23,1,1,0,0,0-20000,11.39
1035750,文字獄,2019/3/13,0,Jia-Ho Jian,Jia-Ho Jian,windows;mac;linux,0,Single-player,Adventure;Free to Play;Indie,Free to Play;Adventure;Indie,0,54,8,0,0,0-20000,0
1035800,Mistress of Maids: First Castle,2019/4/5,1,YDKR;Semenov Iurii;Aleksandr Golovkin,YDKR,windows,0,Single-player;Steam Achievements,Free to Play;Indie;RPG,Free to Play;RPG;Indie,8,28,1,0,0,0-20000,0
1035860,Super Space Jump Man,2019/3/5,1,Tuwi Michael Nannings,NanningsGames,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Casual;Indie,Casual;Action;Indie,24,3,1,0,0,0-20000,1.69
1035890,vApe Escape,2019/3/15,1,Gamechuck,Gamechuck,windows,0,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;Science,5,19,2,0,0,0-20000,0
1035900,Prison Escape,2019/3/13,1,Sheer Studios,Sheer Studios,windows,0,Single-player,Action;Adventure;Casual;Indie;Strategy,Action;Casual;Adventure,0,0,1,0,0,0-20000,1.69
1035920,Chocolate makes you happy: Lunar New Year,2019/3/5,1,Blender Games,Blender Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Family Friendly,100,4,3,0,0,0-20000,0.79
1035930,Nyasha,2019/3/6,1,Zloy Krot Studio,IR Studio,windows,0,Single-player;Steam Achievements,Casual;Indie,Nudity;Sexual Content;Indie,32,32,6,0,0,0-20000,0.79
1035960,Recycler's Terminal,2019/3/28,0,Roach Game Studio,Roach Game Studio,windows,0,Single-player,Casual;Indie,Indie;Casual,0,1,1,0,0,0-20000,0.79
1036000,The Ploshers,2019/4/16,1,platypurplestudios,platypurplestudios,windows,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Casual,Action;Casual;Adventure,50,5,2,0,0,0-20000,5.79
1036030,EscapeRoute,2019/3/8,1,JimDex,JimDex,windows,0,Single-player,Action;Adventure,Action;Adventure,0,1,0,0,0,0-20000,5.19
1036200,Song Animals,2019/3/25,1,Myshkin Entertainment,Myshkin Entertainment,windows,0,Single-player;Steam Achievements,Indie,Indie;Free to Play;Puzzle,5,14,4,0,0,0-20000,0
1036270,Bug Aviators in Theme Park,2019/4/1,1,よるのあとち(Yorunoatochi),よるのあとち,windows,0,Single-player,Free to Play;Indie;Simulation,Free to Play;Indie;Simulation,0,10,6,0,0,0-20000,0
1036400,Mage VR: The Lost Memories,2019/3/8,1,Baptiste Degryse;Colombe Sechehaye;Brayan Delmée,DBloke SPRL,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,0,2,0,0,0-20000,11.39
1036420,Command: Desert Storm,2019/3/28,1,WarfareSims,Slitherine Ltd.,windows,0,Single-player,Simulation;Strategy,Strategy;Simulation,0,2,2,0,0,0-20000,15.49
1036490,Space Smash,2019/3/7,1,Moraes Studio,Moraes Studio,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,27,6,0,0,0,0-20000,0.79
1036530,A way up!,2019/3/8,1,BlueTreeGames,BlueTreeGames,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,Casual;Action;Indie,1,4,1,0,0,0-20000,3.99
1036580,National Park Girls,2019/3/14,1,Studio Coattails,Sekai Project,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Visual Novel,7,42,0,0,0,0-20000,3.99
1036600,Junglex,2019/4/5,1,RewindApp,RewindApp,windows,0,Single-player,Action;Adventure;Casual;Indie,Indie;Action;Casual,0,17,4,0,0,0-20000,0.79
1036660,MiniGolf Maker,2019/3/22,1,Road Turtle Games,Road Turtle Games,windows,0,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Workshop;Partial Controller Support;Includes level editor,Casual;Indie;Sports;Early Access,Early Access;Indie;Casual,0,5,1,0,0,0-20000,5.19
1036780,Pokris,2019/3/22,1,Odd Digs,Odd Digs,windows,0,Single-player;Steam Achievements;Full controller support,Casual,Casual,18,1,0,0,0,0-20000,0.79
1036820,Marvin The Hatter,2019/4/19,1,Red twice potato,Red twice potato,windows,0,Single-player;Steam Achievements,Adventure;Indie,Indie;Adventure,10,1,1,0,0,0-20000,1.69
1036840,Cat Defense,2019/4/20,1,Red twice potato,Red twice potato,windows,0,Single-player,Indie;Strategy,Strategy;Indie,0,1,1,0,0,0-20000,0.79
1036850,Auf Abwegen,2019/3/9,1,Kindman,InSayn,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Adventure;Free to Play;Indie,Free to Play;Adventure;Indie,10,105,40,0,0,20000-50000,0
1036870,Night Catcher,2019/3/22,1,Exsom,Exsom,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie,Indie;Adventure;Horror,2,16,1,0,0,0-20000,2.09
1036900,Seven Bullets Zombie Apocalypse,2019/4/18,1,Skull Box Games,КиКо,windows,0,Single-player;Steam Achievements,Action,Action,12,13,0,0,0,0-20000,0.79
1036910,� 100,2019/3/18,1,КиКо,КиКо,windows,0,Single-player;Steam Achievements,Casual,Casual,100,11,2,0,0,0-20000,0.79
1036920,DooM in the Dark,2019/3/8,1,indie_games_studio,indie_games_studio,windows,0,Single-player,Action;Adventure;Indie;Simulation,Indie;Action;Adventure,10,4,4,0,0,0-20000,4.79
1036950,Super Jigsaw Puzzle: Generations,2019/4/4,1,Flat Cat Games,Flat Cat Games,windows,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Casual;Free to Play;Indie;Strategy,Casual;Indie;Strategy,17,18,4,0,0,0-20000,0
1036960,阿津,2019/3/30,0,阿津,歐津津教團,windows,0,Single-player,Adventure;Free to Play;RPG,Free to Play;Adventure;RPG,0,46,0,0,0,0-20000,0
1036980,Mysteries of the Undead,2019/3/28,1,GO! Games,8floor,windows;mac,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,0,1,0,0,0-20000,3.99
1036990,Royal Gems,2019/4/1,1,8floor,8floor,windows;mac,0,Single-player,Adventure;Casual,Casual;Adventure,0,2,0,0,0,0-20000,3.99
1037100,You Died but a Necromancer revived you,2019/4/19,1,BolHut,BolHut,windows;linux,0,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Indie;Casual;Arcade,21,15,0,0,0,0-20000,7.99
1037110,GoK,2019/3/26,1,GSE,GSE,windows,0,Single-player,Adventure;Indie;RPG;Early Access,Early Access;Adventure;Indie,0,15,1,0,0,0-20000,7.19
1037140,Mow Problem,2019/4/12,1,Trederia,Trederia,windows;mac,0,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Casual;Indie,Indie;Casual;Puzzle,23,1,1,0,0,0-20000,2.99
1037150,Zakk Hazard The Deadly Spawn,2019/4/1,1,Re trope games,MMUK ,windows,0,Single-player,Action;Adventure;Casual;Indie,Indie;Action;Casual,0,3,0,0,0,0-20000,2.09
1037190,Shipped,2019/3/28,1,Majorariatto,Majorariatto,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Casual;Indie;Sports,Casual;Indie;Action,11,296,2,0,0,0-20000,5.2
1037270,酔いどれクイズshow 標鍛,2019/3/11,0,ekusutola,ekusutola,windows,0,Single-player,Indie;Simulation,Indie;Simulation,0,1,0,0,0,0-20000,2.09
1037330,Senpai Teaches Me Japanese: Part 1,2019/3/14,1,Nyanko Gaming,Nyanko Gaming,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation,Indie;Casual;Simulation,19,4,0,0,0,0-20000,9.29
1037350,Back to 1998,2019/4/15,1,Bold Pixel,Bold Pixel,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,Adventure;Casual;Indie,Adventure;Indie;Casual,12,6,1,0,0,0-20000,7.19
1037430,Hell Hole,2019/3/29,1,SDG Games,mNosGaming,windows,0,Single-player,Action;Casual;Indie;Early Access,Early Access;Action;Indie,1,1,1,0,0,0-20000,2.09
1037480,Classic Racers,2019/3/26,1,Vision Reelle,Vision Reelle,windows;mac;linux,0,Single-player;Full controller support,Casual;Indie;Racing;Simulation;Sports,Indie;Casual;Racing,0,22,1,0,0,0-20000,4.79
1037540,Brave knight runner,2019/3/17,1,Zotdinex, Zotdinex,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,1,0,0,0,0-20000,0.79
1037560,Fat Prisoner Simulator,2019/3/12,1,Kiddy,Kiddy,windows,0,Single-player,Indie;Simulation;Sports,Sports;Simulation;Indie,0,45,6,0,0,0-20000,0.79
1037840,Running Ninja,2019/3/13,1,BBB Games, BBB Games,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,10,3,2,0,0,0-20000,0.79
1037850,Pirate Cannons AHOY!,2019/3/11,1,juhbeedesigns,juhbeedesigns,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Indie,Casual;Action;Indie,10,1,0,0,0,0-20000,0.79
1037920,Infinitely up,2019/3/23,1,Kleo Landena,Kleo Landena,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation,Indie;Casual;Simulation,6,13,2,0,0,0-20000,0.79
1037950,迷宫战争(Maze Wars),2019/4/1,1,YouJing,YouJing,windows,0,Single-player,Adventure;Casual;RPG;Strategy,Casual;Strategy;RPG,0,3,3,0,0,0-20000,2.89
1038100,Trap for Winners,2019/3/28,1,Prime Games,Prime Games,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie;RPG;Strategy,Adventure;Indie;Casual,11,5,1,0,0,0-20000,7.19
1038240,RainDesktop,2019/3/18,1,RainySoft,RainySoft,windows,0,Steam Workshop;Steam Cloud;Includes level editor,Animation & Modeling;Design & Illustration;Utilities;Early Access,Early Access;Animation & Modeling;Design & Illustration,0,13,5,0,0,0-20000,2.89
1038620,House of 1000 Doors: Evil Inside,2019/3/11,1,Five BN,Alawar Entertainment,windows,0,Single-player;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,0,1,3,0,0,0-20000,5.19
1038630,Eternal Journey: New Atlantis,2019/3/7,1,Five BN,Alawar Entertainment,windows,0,Single-player;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,0,1,0,0,0,0-20000,5.19
1038670,Mind's Eye: Secrets of the Forgotten,2019/3/7,1,Anino Games,Alawar Entertainment,windows,0,Single-player;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,0,0,1,0,0,0-20000,5.19
1038680,凯旋岛,2019/4/4,0,君悦互动,君悦互动,windows,0,Online Multi-Player,Action;Adventure;Casual;Massively Multiplayer,Action;Adventure;Massively Multiplayer,0,4,1,0,0,0-20000,5.79
1038830,Author Clicker,2019/3/14,1,SunshineOvercast,SunshineOvercast,windows,0,Single-player;Steam Cloud,Casual;Indie,Indie;Casual;Sexual Content,0,0,3,0,0,0-20000,1.69
1039060,pepeizq's Cities,2019/4/12,1,pepeizq,pepeizq,windows,0,Single-player;Steam Achievements;Steam Cloud,Indie;Strategy;Early Access,Early Access;Strategy;Indie,11,0,1,0,0,0-20000,5
1039080,Brood,2019/4/2,1,Light Fox Games,Light Fox Games,windows,0,Single-player,Adventure;Casual;Indie;Early Access,Early Access;Adventure;Indie,0,6,1,0,0,0-20000,3.99
1039200,Poggers,2019/3/13,1,ZaxtorGameS,ZaxtorGameS,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,23,3,0,0,0,0-20000,2.09
1039330,NOTE : a Composer and a Note,2019/3/12,1,Hong Minam,PLAY Mephistowaltz,windows,0,Single-player;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,0,13,2,0,0,0-20000,3.99
1039350,StoneTide: Age of Pirates,2019/3/26,1,StoneTide Indie Dev Team,StoneTide Indie Dev Team,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op,Action;Adventure;Casual;Indie;RPG;Early Access,Early Access;Adventure;Indie,0,7,2,0,0,0-20000,7.19
1039370,Draw With Unknown,2019/4/18,1,RewindApp,RewindApp,windows,0,Single-player;Multi-player;Online Multi-Player,Casual;Indie,Casual;Indie;Hand-drawn,0,32,10,0,0,0-20000,0.79
